storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
2d7914a0-a13c-4e51-8f5c-412db04e9dbf,Half mile winner,I was in fifth grade.,We were running the half mile in gym class.,I paced myself most of the race.,In the final block I sprinted as fast as I could.,I won by an inch.
ad4a750f-c948-48e5-92ac-7809896862e6,valentines,Ada's school was passing out Valentines.,She was sad because she doubted she'd get any.,"But as she made her way to her locker, her eyes widened.",She could hardly believe what she saw.,There were a dozen valentines stuffed into her locker!
1e4a7b7a-d854-430f-8eec-fc708fafc4aa,Mean people,Angela did not like her co workers very much.,They talked about people behind their backs.,Angela did not like that so she avoided them.,One day they started to complain in a meeting.,Angela finally stood up and told them to be professional.
cef94576-1918-435c-b346-02f0e2a5b3f7,Growling,I haven't been able to feel hunger since I was 8 years old.,Today I sat at my desk listening to my stomach rumbling.,I had no idea if I was getting sick or needed food.,I decided to judge it by how my body felt.,"I started feeling dizzy, so I ate lunch."
0db09302-cfe5-4b3e-89db-a40a5549d181,Gestational Diabetes,Gigi had two small children when she found herself pregnant again.,Both of her pregnancies were fairly normal but this one was different.,She noticed that she gained a lot of weight and was always thirsty.,The Doctor became concerned and ordered numerous tests.,The test results revealed she had gestational diabetes.
fc3fecfe-a096-436a-aaf3-ece3d59c2220,Too Much Candy,Laura found a jar of candy in her mom's kitchen.,Laura ate all of the candy.,She got really sick.,Laura's mom discovered why Laura was sick.,Her mom felt bad for her so she didn't punish her for eating it all.
1ff9c515-2afc-48fa-848e-a71e65ab0e9a,Investment,I read about a really great investment and decided to take advantage.,"I invested $10,000 with the company.","A couple of months later, I read that it was a Ponzi scheme.",I lost all the money I had invested in it.,The person running the company went to prison.
ad0b9d8e-00c4-4efc-bf0d-2bd8fa28fd2d,Michael gets drunk,Michael is throwing a party.,His friends are all having a blast.,Michael begins to drink.,He drinks until he can't stand no more.,He eventually passes out from all the drinking.
0110e2ae-3b53-47f1-8dbf-2ac452a71892,Close call,Kat loved to take her little parrot outside for walks.,The parrot loved to be outside too.,His favorite thing was to sit on a branch and feel the wind.,One day a hawk swooped down and Kat had to beat it off with a stick.,The hawk flew away empty handed.
3ae7c600-4499-4739-9561-042818b8c717,Delivery,Tina's water broke one night.,She hurried to the hospital.,They set her up on medicine and encouraged her.,She struggled through the birth of her baby.,"And after sixteen hours, Tina became a mommy!"
a926e2c0-f939-451f-ad9a-7302260a7c5d,Crush On Him,Gina had a crush on both Jamie and Josh.,But they were cool and she wasn't.,Gina called her friend Tami and asked her opinion.,Tami felt she had a number of options and detailed them all.,Gina and Tami talked about the boys all night long.
502c59a5-9420-4ff5-abab-1f33b4b4ff8f,Lobster,I was at a fancy restaurant.,I ordered the lobster.,"Unfortunately, the bill was 60 dollars.",I couldn't pay the bill.,"After ten hours of washing dishes, I was able to leave."
64896998-32b2-4ea1-968b-381030f84fa6,Ham Sandwich,Jim had just made a ham sandwich.,He was about to eat it when he heard a noise.,He went to see what the noise was.,"When he came back, his sandwich was gone.",His cat had eaten all of his sandwich.
09747c11-1209-4146-9906-9bc4e4cfd93c,Family Movie Night,The Smith family decided Friday they would start a weekly movie night.,They were all very excited for Friday night to arrive.,The Smiths ordered pizza and picked out a movie.,They all found their spots and grabbed their blankets and pillows.,The movie was good and they were all excited for next Friday.
25438bdc-2b79-4f57-ab33-8406018619e9,Dress,I was shopping for a dress for my daughter.,I wanted to find something that fit her personality.,"She is very creative, so I looked for something unusual.",I found a dress that was red and had pretend paint splatters.,"I went home happy, having found the perfect dress."
b8a1bed4-2cdd-4377-816b-07c69de7cf52,Submission in Limbo,Billed clicked the submit button with satisfaction.,Another excellent story had been told.,He looked at the screen in confusion.,The icon was still spinning long after its should have gone through.,Bill resisted the impulse to hurl his computer out the window.
6d841efd-81c3-488e-be7d-d567e31197a4,Helping in the street,Julia was waiting to cross the street when she saw an old man.,He was trying to cross the traffic on a green light.,She ran to him and escorted him back to safety.,The old man admitted he was lost.,"And after asking his address, she took him home."
e35f9653-8b5b-4059-ba35-03f6668a1d81,Mary isn't home,One day Jill was headed to Mary's House.,They had made plans to go to the Mall.,Jill was running a little late to Mary's House.,She pulled into mary's driveway.,Knocks on the door but no answer!
b892714f-9e48-48f2-b86f-6d9bbd11e793,fisher boy,Gary wanted to show his son how to fish.,He was going to teach him how to fish.,His son said he knew how already.,His son caught a whopper of a fish.,Gary didn't need to teach him anything.
7cb609a5-c0c7-4fcc-8f8d-0d1eb49c9972,Tina's lost necklace,It was a Thursday afternoon and Tina was playing with friends.,The girls were hanging down by the beach when Tina realized something.,She realized her favorite necklace was gone.,"Frantic, Tina raced around the beach looking for it.",Finally she found it in her bag.
a5c67b02-b5a8-4502-bb88-6a576419a2df,Birthday Cake ruined,The family got around the table.,They sung Happy Birthday to my baby nephew.,"Once he blew his birthday candles out, he sliced a piece of the cake.",His little sister went to the front if the cake.,She placed her head inside of it.
731a3fb1-c3d4-4f43-a69b-aa6a58a28a6d,The Trench,Martin was looking at footage of the Challenger Deep.,He saw a shadow on the camera.,He looked intently and thought he saw a large fin.,He replayed the camera.,"On second view, it was just the light playing tricks."
681d530d-c30c-4e05-9a6a-747c20ab7cb7,The Makeup Failure,Sandra was trying to do her makeup.,She had it all perfect and was just doing mascara.,Suddenly she sneezed and her mascara wand hit her cheek.,She tried to wipe the black mark off but it ruined her whole face.,She had to start over but it looked better the second time.
f5f30325-08da-412d-bb0e-18b035fa8acb,The New Toy,Andy saw a commercial for a new toy.,He wanted the new toy very much.,He asked his mom if she would buy it for him.,His mom agreed and took him to the store.,But Andy was sad to see that it was sold out.
64ab7fe9-912c-40a0-9e5e-e294fc285576,New Years,Joe was on his way to a New Year's Eve party.,Joe was ready to have fun.,But Joe forgot his phone at his house.,So Joe drove back to his house and got his phone.,Joe arrived to the party and had a good time.
c336755f-0b95-47c6-bad2-4806fcdf2a3a,Skip has dreams,Skip always had a passion for singing.,He would listen and dream of being a big star.,Skip wanted to try but was very nervous.,A talent show was coming up in skip's town.,He decided to face his fears and sing for the crowd.
6b143466-edd6-477c-830b-f4351ad868c7,The Bath,"It was the last one to do, but Tahar hesitated.","She didn't feel like doing another thing, but it winked at her.",She tried to prop herself up and remind herself this was the last one.,"Sighing, she picked up the filthy puppy and dunked him in the tub.",He squealed and she wondered what had been stopping her from this fun.
5d5ec152-8b83-4473-b2a0-3017b2986ed4,Spilled Coffee,Jake sat at the table reading the paper.,He decided he wanted to get a bagel as well.,He got up from the table and bumped the table leg.,The table shook and his coffee spilled.,David was sad that he spilled his coffee.
0ba44b48-8f80-4326-abe0-3e60e87c7267,Inner tube accident,Mikey and his friends went to the lake.,They went onto a boat and prepared to ride a tube.,"When the boat was moving, people began to climb onto the tube.","After the boat sped up, the inner tube popped and everyone flew off.",Mikey and his friends swam back to the boat and felt sad.
87a11a54-eaf7-4b4d-84c2-cf104847ea78,Wedding Proposal,Sara had been dating Joe for 2 years.,She was sure he was going to propose to her.,One night he took her to the nicest restaurant.,"While there, he asked her to marry him.",She said yes.
22e682ff-29ad-4bb0-996f-3134f8321367,Stuck Tire,John had a flat tire on the way to work.,"After removing the bolts, he couldn't get the tire off.",John consulted Google on his phone.,It advised sitting and rocking the tire back and forth with his feet.,"He tried it, and it worked!"
73dfe40b-5744-44bb-b656-d5f59d9f90a0,Dancing Queen,Marcy loved to dance.,Her friends said she had no coordination.,She decided to prove them wrong by taking dance lessons.,She invited everyone to her recital.,Marcy's friends were in awe of how far she had come in her dancing.
4cfc0967-e3d7-4b00-8ddf-7d95dbfc2e16,The real gig,Layla always wanted to be a huge music star.,"She met up with a music producer, and had a sit down.",He explained to her that she had to sign a contract in blood.,"She was so shocked, she ran out of the office.",She kept her day job and performed at local gigs.
6bc325f8-ba90-462e-a3f4-b157ec6001f0,Playing House,One of my favorite activities as a kid was playing house.,I would get a bunch of my friends together and we would be a family.,My favorite part to play was the wife taking care of the children.,We would all dress up and I would play behind my play kitchen.,Memories like that are vibrant in my mind.
563b120b-17e8-47e8-90ba-fd0ce9dff410,Billy's Drive,Billy was driving to Aspen to visit his mother during ski season.,"Billy was a young, inexperienced driver.",Billy hit a patch of black ice on the road that was hard to see.,Billy quickly lost control of the car.,Billy died as his car plummeted off a cliff.
9c10c5b6-04e1-404c-8305-acb5c763d1b0,Dry Dry Dry,Dan's well went dry.,He called the plumbing outfit from town to look at it.,They told him the groundwater reservoir had gone down too much.,Dan had to pay to put a cistern in.,Now he has to haul water every week.
